model_type,clf,parameters,auc-roc,p_at_5,p_at_10,p_at_20
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 10, 'criterion': 'entropy', 'min_samples_split': 5}",0.7985370303366939,0.4421333333333333,0.31493333333333334,0.21386666666666668
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 10, 'criterion': 'entropy', 'min_samples_split': 10}",0.7961958922436998,0.42506666666666665,0.30133333333333334,0.21626666666666666
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'entropy', 'min_samples_split': 2}",0.6574151271238192,0.31893333333333335,0.24293333333333333,0.16946666666666665
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'entropy', 'min_samples_split': 5}",0.6698391584027509,0.2922666666666667,0.2517333333333333,0.17333333333333334
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'entropy', 'min_samples_split': 10}",0.6834821859779151,0.32426666666666665,0.2613333333333333,0.18426666666666666
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 20, 'criterion': 'entropy', 'min_samples_split': 2}",0.649021826842442,0.328,0.24426666666666666,0.1664
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 20, 'criterion': 'entropy', 'min_samples_split': 5}",0.6591367895669107,0.30933333333333335,0.24586666666666668,0.17
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 20, 'criterion': 'entropy', 'min_samples_split': 10}",0.6826915342517667,0.32266666666666666,0.25893333333333335,0.1824
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 50, 'criterion': 'entropy', 'min_samples_split': 2}",0.5893586632589609,0.2965333333333333,0.38826666666666665,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 50, 'criterion': 'entropy', 'min_samples_split': 5}",0.6188169719097015,0.2597333333333333,0.21653333333333333,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 50, 'criterion': 'entropy', 'min_samples_split': 10}",0.6421439554744056,0.2826666666666667,0.22533333333333333,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 50, 'criterion': 'entropy', 'min_samples_split': 2}",0.5943974504952756,0.30666666666666664,0.4186666666666667,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 50, 'criterion': 'entropy', 'min_samples_split': 5}",0.612505922614732,0.25226666666666664,0.20826666666666666,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 50, 'criterion': 'entropy', 'min_samples_split': 10}",0.644106774107596,0.2714666666666667,0.2312,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 100, 'criterion': 'entropy', 'min_samples_split': 2}",0.5901740944604157,0.2965333333333333,0.4032,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 100, 'criterion': 'entropy', 'min_samples_split': 5}",0.6071381839122547,0.2432,0.20213333333333333,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'sqrt', 'max_depth': 100, 'criterion': 'entropy', 'min_samples_split': 10}",0.6465862380612718,0.272,0.2304,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 100, 'criterion': 'entropy', 'min_samples_split': 2}",0.5897254579038668,0.29333333333333333,0.42346666666666666,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 100, 'criterion': 'entropy', 'min_samples_split': 5}",0.616036003746396,0.25226666666666664,0.2128,0.3396
DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'max_features': 'log2', 'max_depth': 100, 'criterion': 'entropy', 'min_samples_split': 10}",0.6447819530295049,0.2730666666666667,0.22373333333333334,0.3396
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'uniform', 'algorithm': 'auto', 'n_neighbors': 1}",0.5676873777362885,0.25866666666666666,0.48693333333333333,0.3396
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'distance', 'algorithm': 'auto', 'n_neighbors': 1}",0.5676873777362885,0.25866666666666666,0.48693333333333333,0.3396
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'uniform', 'algorithm': 'auto', 'n_neighbors': 5}",0.6814429059265865,0.3546666666666667,0.3664,0.1832
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'distance', 'algorithm': 'auto', 'n_neighbors': 5}",0.6789375897687321,0.28213333333333335,0.21253333333333332,0.1672
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'uniform', 'algorithm': 'auto', 'n_neighbors': 10}",0.7152621719596514,0.3973333333333333,0.30373333333333336,0.2312
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'distance', 'algorithm': 'auto', 'n_neighbors': 10}",0.7111946592794626,0.3088,0.23733333333333334,0.17386666666666667
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'uniform', 'algorithm': 'auto', 'n_neighbors': 25}",0.7537399400356917,0.416,0.3056,0.204
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'distance', 'algorithm': 'auto', 'n_neighbors': 25}",0.7472120310171185,0.34613333333333335,0.2557333333333333,0.18533333333333332
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'uniform', 'algorithm': 'auto', 'n_neighbors': 50}",0.7712173836084399,0.4026666666666667,0.27386666666666665,0.20066666666666666
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'distance', 'algorithm': 'auto', 'n_neighbors': 50}",0.7649795438467032,0.3568,0.2637333333333333,0.19146666666666667
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'uniform', 'algorithm': 'auto', 'n_neighbors': 100}",0.7836965284393174,0.38666666666666666,0.27973333333333333,0.20386666666666667
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'distance', 'algorithm': 'auto', 'n_neighbors': 100}",0.7769925851744759,0.3621333333333333,0.2688,0.1948
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'uniform', 'algorithm': 'ball_tree', 'n_neighbors': 1}",0.5674910683526998,0.2581333333333333,0.48693333333333333,0.3396
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'distance', 'algorithm': 'ball_tree', 'n_neighbors': 1}",0.5674910683526998,0.2581333333333333,0.48693333333333333,0.3396
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'uniform', 'algorithm': 'ball_tree', 'n_neighbors': 5}",0.681357660487737,0.3536,0.3664,0.1832
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'distance', 'algorithm': 'ball_tree', 'n_neighbors': 5}",0.6788930855614951,0.2816,0.21226666666666666,0.16733333333333333
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'uniform', 'algorithm': 'ball_tree', 'n_neighbors': 10}",0.7153160836059498,0.3968,0.30346666666666666,0.23133333333333334
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'distance', 'algorithm': 'ball_tree', 'n_neighbors': 10}",0.7113380174179942,0.30933333333333335,0.23706666666666668,0.17386666666666667
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'uniform', 'algorithm': 'ball_tree', 'n_neighbors': 25}",0.7536820800731783,0.4165333333333333,0.3058666666666667,0.204
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'distance', 'algorithm': 'ball_tree', 'n_neighbors': 25}",0.7472041456174516,0.3472,0.2557333333333333,0.1852
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'uniform', 'algorithm': 'ball_tree', 'n_neighbors': 50}",0.7712190685228988,0.4026666666666667,0.27386666666666665,0.20066666666666666
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'distance', 'algorithm': 'ball_tree', 'n_neighbors': 50}",0.7650045985247045,0.3568,0.2637333333333333,0.19146666666666667
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'uniform', 'algorithm': 'ball_tree', 'n_neighbors': 100}",0.7836897438504301,0.3872,0.27973333333333333,0.20386666666666667
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'distance', 'algorithm': 'ball_tree', 'n_neighbors': 100}",0.7769851940163834,0.3621333333333333,0.26853333333333335,0.1948
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'uniform', 'algorithm': 'kd_tree', 'n_neighbors': 1}",0.5676873777362885,0.25866666666666666,0.48693333333333333,0.3396
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'distance', 'algorithm': 'kd_tree', 'n_neighbors': 1}",0.5676873777362885,0.25866666666666666,0.48693333333333333,0.3396
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'uniform', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.6814429059265865,0.3546666666666667,0.3664,0.1832
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'distance', 'algorithm': 'kd_tree', 'n_neighbors': 5}",0.6789375897687321,0.28213333333333335,0.21253333333333332,0.1672
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'uniform', 'algorithm': 'kd_tree', 'n_neighbors': 10}",0.7152621719596514,0.3973333333333333,0.30373333333333336,0.2312
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'distance', 'algorithm': 'kd_tree', 'n_neighbors': 10}",0.7111946592794626,0.3088,0.23733333333333334,0.17386666666666667
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'uniform', 'algorithm': 'kd_tree', 'n_neighbors': 25}",0.7537399400356917,0.416,0.3056,0.204
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'distance', 'algorithm': 'kd_tree', 'n_neighbors': 25}",0.7472120310171185,0.34613333333333335,0.2557333333333333,0.18533333333333332
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'uniform', 'algorithm': 'kd_tree', 'n_neighbors': 50}",0.7712173836084399,0.4026666666666667,0.27386666666666665,0.20066666666666666
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'distance', 'algorithm': 'kd_tree', 'n_neighbors': 50}",0.7649795438467032,0.3568,0.2637333333333333,0.19146666666666667
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'uniform', 'algorithm': 'kd_tree', 'n_neighbors': 100}",0.7836965284393174,0.38666666666666666,0.27973333333333333,0.20386666666666667
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=100, p=2,
           weights='distance')","{'weights': 'distance', 'algorithm': 'kd_tree', 'n_neighbors': 100}",0.7769925851744759,0.3621333333333333,0.2688,0.1948
ET,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=10,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
           oob_score=False, random_state=None, verbose=0, warm_start=False)","{'max_features': 'sqrt', 'max_depth': 5, 'criterion': 'gini', 'min_samples_split': 2, 'n_estimators': 10}",0.7346863376161276,0.4341333333333333,0.27573333333333333,0.1696
ET,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=10,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
           oob_score=False, random_state=None, verbose=0, warm_start=False)","{'max_features': 'sqrt', 'max_depth': 5, 'criterion': 'gini', 'min_samples_split': 2, 'n_estimators': 100}",0.7365614452189772,0.4352,0.27013333333333334,0.17266666666666666
ET,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=10,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
           oob_score=False, random_state=None, verbose=0, warm_start=False)","{'max_features': 'sqrt', 'max_depth': 5, 'criterion': 'gini', 'min_samples_split': 10, 'n_estimators': 10}",0.7105981939446846,0.45866666666666667,0.2776,0.3188
ET,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=10,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
           oob_score=False, random_state=None, verbose=0, warm_start=False)","{'max_features': 'sqrt', 'max_depth': 5, 'criterion': 'gini', 'min_samples_split': 10, 'n_estimators': 100}",0.736719282389091,0.4362666666666667,0.27013333333333334,0.1684
ET,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=10,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
           oob_score=False, random_state=None, verbose=0, warm_start=False)","{'max_features': 'log2', 'max_depth': 5, 'criterion': 'gini', 'min_samples_split': 2, 'n_estimators': 10}",0.7343472654304495,0.43093333333333333,0.29973333333333335,0.16866666666666666
ET,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=10,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
           oob_score=False, random_state=None, verbose=0, warm_start=False)","{'max_features': 'log2', 'max_depth': 5, 'criterion': 'gini', 'min_samples_split': 2, 'n_estimators': 100}",0.7366093024059871,0.4362666666666667,0.27013333333333334,0.1716
ET,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=10,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
           oob_score=False, random_state=None, verbose=0, warm_start=False)","{'max_features': 'log2', 'max_depth': 5, 'criterion': 'gini', 'min_samples_split': 10, 'n_estimators': 10}",0.7342144829383372,0.4282666666666667,0.29706666666666665,0.1888
ET,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=10,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
           oob_score=False, random_state=None, verbose=0, warm_start=False)","{'max_features': 'log2', 'max_depth': 5, 'criterion': 'gini', 'min_samples_split': 10, 'n_estimators': 100}",0.7365758287720734,0.43093333333333333,0.26986666666666664,0.16946666666666665
ET,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=10,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
           oob_score=False, random_state=None, verbose=0, warm_start=False)","{'max_features': 'sqrt', 'max_depth': 50, 'criterion': 'gini', 'min_samples_split': 2, 'n_estimators': 10}",0.6976064475880231,0.31626666666666664,0.23226666666666668,0.18866666666666668
ET,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=10,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
           oob_score=False, random_state=None, verbose=0, warm_start=False)","{'max_features': 'sqrt', 'max_depth': 50, 'criterion': 'gini', 'min_samples_split': 2, 'n_estimators': 100}",0.7521944185501175,0.31253333333333333,0.24746666666666667,0.18586666666666668
ET,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=10,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
           oob_score=False, random_state=None, verbose=0, warm_start=False)","{'max_features': 'sqrt', 'max_depth': 50, 'criterion': 'gini', 'min_samples_split': 10, 'n_estimators': 10}",0.7782466782388837,0.38826666666666665,0.292,0.20173333333333332
ET,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=10,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
           oob_score=False, random_state=None, verbose=0, warm_start=False)","{'max_features': 'sqrt', 'max_depth': 50, 'criterion': 'gini', 'min_samples_split': 10, 'n_estimators': 100}",0.7913307579078849,0.4053333333333333,0.2965333333333333,0.2044
ET,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=10,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
           oob_score=False, random_state=None, verbose=0, warm_start=False)","{'max_features': 'log2', 'max_depth': 50, 'criterion': 'gini', 'min_samples_split': 2, 'n_estimators': 10}",0.7098506704122989,0.35306666666666664,0.2613333333333333,0.1936
ET,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=10,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
           oob_score=False, random_state=None, verbose=0, warm_start=False)","{'max_features': 'log2', 'max_depth': 50, 'criterion': 'gini', 'min_samples_split': 2, 'n_estimators': 100}",0.7548358308651864,0.32106666666666667,0.25253333333333333,0.18413333333333334
ET,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=10,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
           oob_score=False, random_state=None, verbose=0, warm_start=False)","{'max_features': 'log2', 'max_depth': 50, 'criterion': 'gini', 'min_samples_split': 10, 'n_estimators': 10}",0.7762532222444518,0.39413333333333334,0.2824,0.19586666666666666
ET,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=10,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
           oob_score=False, random_state=None, verbose=0, warm_start=False)","{'max_features': 'log2', 'max_depth': 50, 'criterion': 'gini', 'min_samples_split': 10, 'n_estimators': 100}",0.7910681639894892,0.4048,0.29386666666666666,0.2032
ET,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=10,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
           oob_score=False, random_state=None, verbose=0, warm_start=False)","{'max_features': 'sqrt', 'max_depth': 5, 'criterion': 'entropy', 'min_samples_split': 2, 'n_estimators': 10}",0.735567559110815,0.4357333333333333,0.2776,0.1808
ET,"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=10,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=-1,
           oob_score=False, random_state=None, verbose=0, warm_start=False)","{'max_features': 'sqrt', 'max_depth': 5, 'criterion': 'entropy', 'min_samples_split': 2, 'n_estimators': 100}",0.7364867922756917,0.432,0.2693333333333333,0.17253333333333334
